cijena,kvadratura,broj_soba,sprat,namjesten,stanje,vrsta_grijanja,adresa,kvadratura_balkona,godina_izgradnje,vrsta_poda,blindirana_vrata,internet,kablovska_tv,klima,lift,novogradnja,tel_prikljucak,uknjizeno_zk,plin,podrum_tavan,video_nadzor,ostava_spajz,alarm,nedavno_adaptiran
216000.0,72.0,3.0,2,Namješten,Renoviran,Centralno (gradsko),Nerkeza Smailagića,0.0,1980-1989,Laminat,True,True,True,False,True,False,True,True,False,False,False,False,False,True
470000.0,103.0,5.0,1,Namješten,,Plin,Kasindolska,0.0,2020,Parket,True,False,False,True,False,True,False,True,False,False,False,True,False,False
295000.0,60.0,3.0,5,Namješten,,Centralno (gradsko),Džemala Bijedića,0.0,2015,Parket,True,True,True,True,True,True,True,True,False,False,True,True,False,False
164000.0,59.0,2.0,5,Namješten,,Plin,,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
285000.0,92.0,4.0,2,Namješten,Renoviran,Plin,Emira Bogunića Čarlija,5.0,,Parket,True,True,True,False,False,False,False,True,True,True,False,True,False,True
369000.0,117.0,4.0,5,Namješten,Renoviran,Centralno (gradsko),,0.0,,,True,False,False,True,False,False,False,True,False,False,False,False,False,True
209000.0,46.0,2.0,3,Namješten,,Ostalo,Barska,10.0,2015,,True,False,False,True,True,True,True,True,True,True,False,False,False,False
670000.0,51.0,2.0,Visoko prizemlje,Namješten,,Struja,Kujundžiluk br.6,0.0,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False
230000.0,64.0,3.0,Visoko prizemlje,Namješten,,Centralno (gradsko),,3.0,1960-1969,Parket,True,True,True,False,False,False,True,True,False,True,False,False,False,False
399000.0,101.0,3.0,5,Namješten,,Centralno (gradsko),Barska 59,0.0,2015,Parket,True,True,True,True,True,True,True,True,False,False,True,True,True,False
219000.0,70.0,3.0,1,Namješten,Renoviran,Centralno (gradsko),Semira Frašte,5.0,,Parket,True,False,True,False,False,False,True,True,False,True,False,False,False,True
270000.0,77.0,3.0,1,Namješten,Renoviran,Plin,Buća Potok,5.0,2000-2009,Parket,True,True,True,True,True,False,True,True,True,False,False,False,False,True
229000.0,77.0,3.0,4,Namješten,Renoviran,Centralno (gradsko),,5.0,,Parket,True,True,True,False,True,True,False,True,False,False,False,True,False,True
157000.0,42.0,2.0,4,Namješten,,Centralno (gradsko),,0.0,2020,Laminat,True,True,True,True,True,True,True,True,True,False,True,False,True,False
189000.0,55.0,2.0,8,Namješten,Dobro stanje,Centralno (gradsko),Omladinskih radnih brigada,0.0,,Parket,False,False,False,False,False,False,False,False,False,False,False,False,False,False
290000.0,72.0,3.0,11,Namješten,Renoviran,Centralno (gradsko),Grbavička,0.0,,Laminat,True,True,True,True,True,False,True,True,False,True,False,True,False,True
200000.0,46.0,2.0,2,Namješten,,Centralno (Plin),Braće Mulića,0.0,2020,Parket,True,True,True,True,True,True,True,True,True,True,False,True,False,False
890000.0,109.0,4.0,1,Namješten,Renoviran,Centralno (Plin),Mula Mustafe Bašeskije,0.0,,,True,True,True,True,False,False,False,True,True,False,True,True,True,True
159900.0,56.0,2.0,4,Namješten,,Centralno (gradsko),,4.0,,Parket,True,False,False,False,False,False,False,True,False,True,False,False,False,False
420000.0,100.0,4.0,3,Namješten,Renoviran,Centralno (gradsko),Hamdije Čemerlića,5.0,1970-1979,Parket,True,True,True,True,True,False,True,True,False,True,True,True,False,True
255000.0,52.0,2.0,2,Namješten,Renoviran,Struja,Ivana Gorana Kovačića,0.0,1980-1989,Laminat,True,True,True,False,False,False,True,True,True,True,False,False,False,True
217000.0,47.0,2.0,17,Namješten,Renoviran,Centralno (gradsko),Trg Heroja,0.0,1970-1979,,False,True,True,True,True,False,False,True,False,False,False,False,False,False
250000.0,61.0,3.0,1,Namješten,Renoviran,Struja,Babin do 86,0.0,,Parket,False,False,False,False,True,False,False,True,False,False,False,True,False,True
481400.0,83.0,3.0,5,Namješten,,Ostalo,Hrasnička cesta 3,0.0,2015,,True,True,True,True,True,False,True,True,False,False,False,False,False,False
243600.0,42.0,2.0,6,Namješten,,Ostalo,Hrasnička cesta br. 3,0.0,2015,Parket,True,True,True,True,True,False,False,True,False,False,False,False,False,False
285200.0,62.0,3.0,4,Namješten,Dobro stanje,Ostalo,Dr. Mustafe Pintola 31,0.0,,Laminat,True,True,True,True,True,False,False,True,False,False,False,False,False,False
259000.0,51.0,3.0,1,Namješten,Dobro stanje,Centralno (Kotlovnica),Generala Mehmeda Alagića,4.0,2015,Parket,True,True,True,True,True,False,True,True,False,False,False,True,False,False
235000.0,52.0,2.0,3,Namješten,,Centralno (Plin),Antuna Branka Šimića,0.0,,Parket,True,True,True,True,False,False,True,True,True,False,False,False,False,False
239500.0,51.0,3.0,3,Namješten,,Centralno (gradsko),Džemala Bijedića,0.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,False,False,False,False
259000.0,63.0,3.0,6,Namješten,,Struja,Grbavička,0.0,,Parket,True,True,True,False,True,False,True,True,True,False,False,True,False,False
132000.0,41.0,2.0,14,Namješten,Renoviran,Centralno (gradsko),Ive Andrića,0.0,,Parket,True,True,True,False,True,False,True,True,False,False,False,False,False,True
144998.0,41.0,1.5,Prizemlje,Namješten,Renoviran,Centralno (gradsko),Prijedorska,0.0,,Parket,True,True,True,False,False,False,True,True,False,False,False,False,False,True
330000.0,66.0,3.0,4,Namješten,Renoviran,Centralno (Plin),Muse Ćazima Ćatića,0.0,,Parket,True,True,True,False,False,False,True,True,True,False,False,False,False,True
249500.0,78.0,4.0,6,Namješten,Renoviran,Centralno (Plin),Stupska,0.0,,Laminat,True,True,True,False,True,True,True,True,True,False,False,False,False,True
119500.0,27.0,0.0,3,Namješten,,Centralno (gradsko),Latička,0.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,False,False,False,False
369000.0,100.0,4.0,1,Namješten,Renoviran,Centralno (Kotlovnica),Jezero,2.0,,Parket,True,True,True,False,False,False,True,True,False,False,True,True,False,True
250000.0,55.0,2.0,13,Namješten,Renoviran,Centralno (gradsko),,4.0,1980-1989,Laminat,True,True,True,False,True,False,True,True,False,False,False,False,False,False
245000.0,77.0,3.0,2,Namješten,Renoviran,Plin,,0.0,,,True,True,True,False,False,False,True,True,True,True,False,True,False,True
265000.0,48.0,2.0,3,Namješten,Novogradnja,Centralno (Kotlovnica),,3.0,2020,Parket,True,True,True,False,True,False,True,True,True,False,True,False,False,False
180000.0,59.0,3.0,1,Namješten,,Centralno (Plin),Pijačna,0.0,2020,Laminat,True,True,True,False,False,True,True,True,True,False,False,False,False,False
322000.0,78.0,3.0,6,Namješten,Renoviran,Centralno (gradsko),Semira Frašte,0.0,,Laminat,True,True,True,False,True,False,True,True,False,False,False,False,False,True
227500.0,67.0,3.0,5,Namješten,Renoviran,Centralno (gradsko),Trg Heroja,0.0,,Parket,True,True,True,False,False,False,True,True,False,False,False,False,False,True
440000.0,105.0,4.0,Prizemlje,Namješten,Renoviran,Centralno (gradsko),Hakije Kulenovića,58.0,,Parket,True,True,True,False,False,False,True,True,False,False,True,True,True,True
280000.0,96.0,5.0,5,Namješten,,Centralno (Plin),Behdžeta Mutevelića,0.0,,Parket,True,True,True,False,False,False,True,True,True,False,False,False,False,False
325000.0,103.0,4.0,5,Namješten,,Plin,24. Juna,0.0,,Parket,True,True,True,True,True,True,True,True,False,True,False,True,False,False
250000.0,86.0,3.0,1,Namješten,Renoviran,Struja,Safvet-bega Bašagića,0.0,,Laminat,True,True,True,True,False,False,True,True,False,True,False,True,False,True
370000.0,90.0,3.0,1,Namješten,,Struja,Ilidža - Centar,0.0,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False
230000.0,70.0,2.0,4,Namješten,Dobro stanje,Centralno (Plin),Radnicka,14.0,2000-2009,Parket,True,True,True,False,False,False,False,True,True,True,False,True,False,False
219000.0,40.0,2.0,4,Namješten,,Centralno (Plin),Dubrovačka,0.0,1970-1979,Parket,True,True,True,False,False,False,True,True,True,False,False,True,False,False
178900.0,49.0,2.0,2,Namješten,Novogradnja,Centralno (gradsko),Stupska 19c,0.0,,Parket,False,False,False,False,False,False,False,False,False,False,False,False,False,False
212000.0,53.0,2.0,8,Namješten,Renoviran,Centralno (gradsko),,0.0,1970-1979,Parket,True,True,True,True,True,False,True,True,False,True,False,True,False,True
499000.0,112.0,4.0,11,Namješten,Renoviran,Centralno (gradsko),Dzemala Bijedica,31.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,False,True
199000.0,55.0,2.0,Visoko prizemlje,Namješten,Dobro stanje,Centralno (gradsko),Salke Nazečića,3.0,1980-1989,Laminat,True,True,True,False,True,False,False,True,False,True,False,False,False,False
205000.0,58.0,2.0,3,Namješten,Renoviran,Plin,Adema Buće 76,4.52,2000-2009,Parket,True,True,True,False,True,False,True,False,True,True,False,False,False,True
99000.0,32.0,1.0,2,Namješten,Dobro stanje,Centralno (gradsko),,0.0,,Parket,True,True,True,False,False,False,True,True,False,False,False,False,False,False
170000.0,34.0,1.5,1,Namješten,Renoviran,Plin,Zaima Šarca,0.0,,Parket,True,False,True,False,False,False,True,True,True,False,True,False,True,True
349000.0,61.0,2.0,20,Namješten,,Centralno (Kotlovnica),,6.0,,,False,False,False,False,True,False,True,True,False,False,True,False,False,False
259150.0,71.0,3.0,Visoko prizemlje,Namješten,,Centralno (Plin),Dola,0.0,1960-1969,Laminat,False,True,True,False,False,False,True,True,True,False,False,False,False,False
342000.0,57.0,2.0,4,Namješten,Renoviran,Centralno (Plin),Vladislava Skarića,0.0,1950-1959,Parket,True,True,True,True,False,False,True,True,True,False,False,False,False,True
355000.0,50.0,3.0,6,Namješten,Renoviran,Centralno (Plin),,0.0,,Parket,True,True,True,True,True,True,True,True,True,True,False,True,True,True
283000.0,69.0,3.0,1,Namješten,Renoviran,Centralno (gradsko),"Ilidža, Sarajevo",0.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,True,False,True,True
99999.0,37.0,1.0,1,Namješten,,Centralno (Plin),,0.0,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False
395900.0,88.0,4.0,2,Namješten,Novogradnja,Plin,,0.0,2015,Parket,True,True,True,True,False,False,True,True,True,True,False,True,False,False
148000.0,30.0,0.0,1,Namješten,Novogradnja,Centralno (Kotlovnica),,0.0,2020,,True,False,False,False,True,False,False,True,False,False,False,False,False,False
191000.0,60.0,2.0,5,Namješten,,Centralno (Plin),,2.0,2000-2009,Parket,True,True,True,False,True,False,True,True,True,True,True,False,False,False
299000.0,57.0,4.0,12,Namješten,Renoviran,Centralno (gradsko),,0.0,1980-1989,Laminat,True,True,True,True,True,False,True,True,False,False,False,False,False,True
185000.0,89.0,3.0,1,Namješten,Renoviran,Centralno (Plin),Bosanskih gazija,0.0,1980-1989,Parket,True,True,True,False,False,False,True,True,True,False,False,False,False,True
189000.0,62.0,2.0,2,Namješten,,Centralno (Plin),,0.0,1970-1979,Laminat,False,True,True,True,False,False,True,True,True,True,False,True,False,False
199000.0,77.0,3.0,7,Namješten,,Centralno (gradsko),Ive Andrića,2.0,,,False,True,True,False,True,False,True,True,False,False,False,False,False,False
147000.0,42.0,1.0,5,Namješten,Renoviran,Centralno (Plin),Koševo,0.0,1950-1959,Parket,True,False,True,False,False,False,True,True,True,False,False,False,False,True
255000.0,94.0,3.0,2,Namješten,,Centralno (Plin),Emira Bogunića-Čarlija,0.0,,,True,True,True,True,False,False,True,True,True,True,False,True,False,False
279000.0,81.0,3.0,1,Namješten,,Centralno (Plin),Emerika Bluma,0.0,1980-1989,,False,True,True,False,False,False,False,True,False,False,False,False,False,False
189000.0,61.0,2.0,3,Namješten,Dobro stanje,Centralno (Plin),Maguda,0.0,,Parket,False,False,False,False,False,False,False,False,False,False,False,False,False,False
222000.0,74.0,3.0,6,Namješten,Novogradnja,Centralno (gradsko),,5.0,2010,Parket,True,True,True,True,True,False,True,True,False,False,False,False,False,False
230000.0,37.95,2.0,1,Namješten,Novogradnja,Struja,Babin do,0.0,2015,Parket,True,False,True,True,True,False,True,True,False,True,False,True,False,False
256200.0,61.0,2.0,2,Namješten,Dobro stanje,Struja,Alekse Šantića,0.0,Prije 1950,Parket,False,True,True,True,False,False,False,True,True,False,False,False,False,False
176000.0,42.0,1.5,Prizemlje,Namješten,Renoviran,Plin,,0.0,,Laminat,False,True,True,False,False,False,True,True,True,False,False,True,False,True
420000.0,64.0,3.0,3,Namješten,,Centralno (Kotlovnica),Džemala Bijedića,5.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,False,False,False,False
208000.0,48.0,2.0,6,Namješten,,Centralno (Kotlovnica),,2.0,,Parket,True,True,True,True,True,False,True,True,False,False,True,False,False,False
370000.0,69.0,2.0,2,Namješten,,Struja,Logavina,0.0,,Parket,True,True,True,False,False,True,True,True,False,False,False,False,False,False
440000.0,84.0,4.0,Prizemlje,Namješten,,Centralno (gradsko),Hakije Kulenovića,0.0,1980-1989,Parket,True,True,True,False,True,False,True,True,False,False,True,True,True,False
235000.0,52.0,2.0,3,Namješten,,Centralno (Plin),Antuna Branka Šimića,16.0,,Parket,True,False,True,True,False,False,False,True,True,False,False,False,True,False
206000.0,56.0,2.0,4,Namješten,,Ostalo,Blažujski drum,5.0,2020,Parket,True,False,True,True,True,True,True,True,False,False,False,False,False,False
259000.0,77.0,3.0,6,Namješten,,Centralno (Plin),Stupska,3.0,,Parket,True,False,True,True,True,False,True,True,True,True,True,False,False,False
166000.0,42.0,1.0,Visoko prizemlje,Namješten,,Centralno (Plin),Pijačna,0.0,,Parket,True,True,True,True,True,False,True,True,True,False,False,False,False,False
119500.0,27.0,0.0,3,Namješten,,Centralno (Kotlovnica),Latička,2.0,,Parket,True,True,True,True,True,False,True,True,False,False,True,False,False,False
370000.0,74.0,3.0,2,Namješten,Dobro stanje,Plin,,0.0,,Laminat,True,True,True,True,False,False,True,True,False,False,False,True,False,False
348000.0,84.0,3.0,4,Namješten,,Centralno (gradsko),Ismeta Mujezinovica,2.0,,Parket,True,True,True,False,False,False,True,True,False,False,False,False,False,False
349000.0,58.0,3.0,2,Namješten,Renoviran,Centralno (gradsko),,6.0,1980-1989,Laminat,True,True,True,True,False,False,True,True,False,True,False,False,False,False
348000.0,91.0,3.0,2,Namješten,Dobro stanje,Centralno (Plin),Midhata Karica Mitketa,7.0,2010,Parket,True,True,True,True,False,False,True,True,True,True,False,False,False,False
439000.0,78.0,3.0,3,Namješten,,Centralno (gradsko),,5.0,1980-1989,Parket,True,True,True,True,True,False,True,True,False,False,False,True,False,False
265000.0,55.0,2.0,1,Namješten,Renoviran,Plin,,0.0,,,True,True,True,True,False,False,True,False,True,False,False,False,False,True
210000.0,68.0,3.0,Prizemlje,Namješten,Renoviran,Ostalo,Zagrebačka,0.0,1980-1989,Laminat,True,True,True,True,False,False,True,False,False,False,False,False,False,False
259000.0,65.0,3.0,5,Namješten,,Struja,Fra Anđela Zvizdovića,0.0,,Laminat,False,True,True,False,False,False,True,True,True,True,False,False,False,False
295000.0,68.0,3.0,1,Namješten,,Centralno (Plin),Jaroslava Cernija,0.0,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False
295000.0,61.0,3.0,5,Namješten,Parcijalno renoviran,Struja,Vilsonovo setaliste 12,0.0,1970-1979,,True,False,False,True,True,False,False,False,False,False,False,True,False,False
153000.0,51.0,2.0,2,Namješten,,Struja,,4.0,1970-1979,Parket,False,True,True,False,False,False,True,True,False,False,False,False,False,False
282000.0,87.0,4.0,3,Namješten,Renoviran,Centralno (Plin),Muvekita,0.0,1980-1989,Laminat,True,False,True,True,False,False,True,True,True,False,False,False,False,True
179998.0,82.0,3.0,5,Namješten,Renoviran,Struja,Braće Kršo,4.0,,Parket,True,True,True,False,False,False,True,True,False,True,True,True,False,True
210000.0,51.0,1.0,6,Namješten,,Centralno (Kotlovnica),,0.0,2020,Parket,True,True,True,True,True,True,True,True,False,False,False,True,False,False
132000.0,42.0,1.5,14,Namješten,,Centralno (gradsko),,3.0,,Laminat,True,True,True,False,True,False,True,True,False,True,True,False,False,False
400000.0,100.0,3.0,2,Namješten,Renoviran,Plin,Muvekita,0.0,1980-1989,Parket,False,True,True,False,False,False,True,True,True,False,False,True,False,True
237000.0,56.0,3.0,1,Namješten,Renoviran,Plin,,5.0,1980-1989,Laminat,True,True,True,False,False,False,True,True,True,True,False,False,False,True
268000.0,106.0,3.0,5,Namješten,,Plin,Behdžeta Mutevelića,0.0,2000-2009,Parket,True,True,True,True,False,False,True,True,True,False,False,True,False,False
220000.0,64.0,3.0,1,Namješten,Dobro stanje,Plin,,0.0,2010,Parket,True,True,True,True,True,False,True,True,True,False,True,False,False,False
118000.0,27.0,0.0,3,Namješten,Renoviran,Centralno (Kotlovnica),Laticka,2.0,2010,Parket,True,True,True,True,True,True,False,True,False,False,False,False,False,True
